M₃M₂M₂((p → p) ⇿ r);62423542625;10443472;false;3
M₃M₁B₁¬(p ∨ q);73521494527;10443456;false;3
M₃B₂B₁¬(r ∨ r);73011236518;10481248;false;3
M₃B₂¬B₁(p → q);63778730176;10443456;false;3
M₃¬M₃(M₁q ∨ p);64966332344;10529944;false;3
M₃M₁(B₃¬q ⇿ p);75422139937;10443456;false;3
M₃B₃((q → r) → M₂p);73461737952;10443472;false;3
M₃¬(B₂M₃r ⇿ p);75582201757;10443456;false;3
B₁B₂B₃((q ∧ q) → p);100016554393;11386072;false;3
B₁M₁(¬p → B₃q);100145162435;11323944;false;3
B₁¬M₃(M₁q ∨ p);5142956567;5367912;false;3
B₁(B₂(B₁q → r) → r);91594592049;11323960;false;3
B₁M₁((M₃q → r) ∨ r);110428307517;11324040;false;3
B₁¬(p ⇿ B₂B₃q);107443725588;11324024;false;3
B₁B₃((M₃p ⇿ p) ∨ q);138321302440;11383240;false;3
B₁((q ⇿ q) ∨ B₂B₃r);8058921;3530496;true;3
B₁M₃B₃((r ∨ r) → p);90302183759;11324040;false;3
B₂(B₃r → M₂B₁r);12271970243;6694832;false;3
B₂M₂(M₃(p ⇿ r) ⇿ q);97681275345;11324040;false;3
B₂M₃(B₂r ⇿ (p ∧ q));116367811566;11324040;false;3
B₂(B₂B₁r ∨ M₃p);14110065398;6694832;false;3
B₂B₁(B₁(q → q) ∧ q);102546199155;11383240;false;3
B₂M₁(¬p → B₃q);84124038764;11324024;false;3
B₂M₃M₃((p → r) → r);90644291683;11324040;false;3
B₂M₂((M₃r → q) → q);100706596706;11324040;false;3
B₂¬M₃(M₁q ∨ p);5817796777;5367992;false;3
B₃M₂¬(B₁p ⇿ r);117910820165;11324024;false;3
B₃¬B₂M₃(r ∧ r);107322518536;11340952;false;3
B₃B₂¬B₁(p → q);91812262523;11382328;false;3
B₃M₂M₂((p ∧ r) ∧ p);85949419826;11324040;false;3
B₃B₃((p ∧ p) → M₃p);95214536551;11382344;false;3
B₃M₃(M₁q ∨ B₃p);13074435453;6694832;false;3
B₃M₁(M₃(q → r) ∧ r);99005775997;11324040;false;3
B₃B₁((B₃q ∨ q) ∧ r);114324059534;11382344;false;3
B₃¬M₁B₂(p ∧ r);94422383312;11382328;false;3
B₃B₃((M₃p ⇿ p) ∨ q);100129565647;11400536;false;3
B₃B₃((q → r) → M₂p);114626606234;11382344;false;3
B₃M₃(M₃r ⇿ B₁p);13522153889;6694832;false;3
¬B₂B₁B₁B₁q;11359116238;6503672;false;4
¬B₂B₃M₁M₁q;11746902113;6503672;false;4
¬B₁B₃M₂B₁q;11519716244;6503928;false;4
r → B₂B₃M₂M₃q;11594563096;6514848;false;4
M₁M₁M₁B₂(p ∧ r);11573583716;6570888;false;4
M₁M₃(p ⇿ B₂B₃q);13232094972;6570888;false;4
M₁B₂B₁M₃¬q;13184909788;6570872;false;4
M₁B₃M₃B₁(q ⇿ q);12129380884;6570888;false;4
M₁B₁(B₂M₃r ⇿ p);12541513930;6570888;false;4
M₁B₂M₁M₁(p ∧ r);12447246487;6570888;false;4
M₁M₁B₁M₃(p ⇿ r);12196342913;6570888;false;4
M₁B₃B₂¬M₃r;12068445674;6570872;false;4
M₁B₂M₂(B₂q ⇿ p);12991642077;6570888;false;4
M₁B₁B₂B₂(q ∨ r);12190829991;6570888;false;4
M₂B₃B₁B₂(r ∨ r);12566947335;6570888;false;4
M₂B₃B₃B₁(p ∧ p);11528944221;6570928;false;4
M₂B₃B₂¬M₃r;11418791685;6571056;false;4
M₂M₃(p ⇿ B₂B₃q);11128339484;6571072;false;4
M₂M₂(B₁B₁r → p);11857840443;6571072;false;4
M₂B₂M₂M₂(r ⇿ r);10537821488;6571072;false;4
M₃(B₁B₁B₁q ∧ p);10839296722;6571072;false;4
M₃B₂B₁M₃¬q;11700264542;6571056;false;4
M₃B₂M₂(B₂q ⇿ p);11163656278;6571072;false;4
M₃B₂M₃B₂(q ∧ q);13778114970;6571072;false;4
M₃M₃(p ⇿ B₂B₃q);12696377204;6571072;false;4
B₁M₂B₂M₁(p ⇿ r);14907264923;6694752;false;4
B₁M₃B₂M₂¬p;12719842488;6694736;false;4
B₁(B₁B₁B₁q ∧ p);13397926580;6694832;false;4
B₁M₁M₁B₂(p ∧ r);11601109670;6694832;false;4
B₁B₃B₂¬M₃r;13562646433;6696224;false;4
B₂B₃B₂¬M₃r;13211632447;6696224;false;4
B₂M₁M₂M₃¬p;12649538520;6694816;false;4
B₂B₂M₁M₁(p ∧ r);12123184386;6696240;false;4
B₂B₁(B₂M₃r ⇿ p);13024745815;6696240;false;4
B₃B₁B₃B₁(r → q);13268135472;6696240;false;4
B₃B₁(B₂M₂r ∨ q);14059276550;6696240;false;4
B₃¬B₂M₂B₁q;12922326045;6694816;false;4
B₃M₂B₂¬M₃r;13911886979;6694816;false;4
M₁M₃M₂M₂M₃q;10425587223;6292608;false;5
M₂B₂B₁B₁B₁q;11555994878713;80056584;false;5
B₂B₂B₃M₂M₃q;10161509055;6365568;false;5
B₂M₃M₂M₂M₃q;10961111962256;81031584;false;5
B₂M₂M₃B₁B₂q;11465220248480;81466176;false;5
B₂M₂B₁M₃B₂q;10500241716;6365568;false;5
B₃B₁B₃M₂M₁q;11709192751816;81373064;false;5
B₃M₂B₂M₁M₁r;12373344918647;81246592;false;5
